iter	Passed	Remaining
452	709	856
453	710	854
454	712	853
455	713	851
456	714	849
457	715	846
458	716	844
459	717	841
460	717	839
461	718	837
462	719	834
463	720	832
464	721	829
465	722	827
466	723	825
467	724	823
468	725	820
469	726	819
470	727	816
471	728	814
472	729	812
473	729	810
474	730	807
475	731	805
476	732	802
477	733	800
478	734	798
479	734	796
480	735	793
481	736	791
482	737	789
483	738	787
484	739	784
485	740	782
486	741	781
487	742	778
488	743	776
489	744	774
490	744	772
491	745	770
492	746	767
493	747	765
494	748	763
495	749	761
496	749	758
497	750	756
498	751	754
499	753	753
500	753	750
501	754	748
502	756	747
503	757	745
504	758	743
505	758	740
506	759	738
507	760	736
508	761	734
509	762	732
510	763	730
511	763	728
512	764	726
513	765	724
514	766	721
515	767	719
516	768	717
517	768	715
518	769	713
519	771	711
520	772	709
521	773	707
522	773	705
523	774	703
524	775	701
525	776	699
526	777	697
527	777	695
528	778	693
529	779	691
530	780	689
531	781	687
532	782	685
533	783	683
534	783	681
535	785	679
536	786	677
537	787	676
538	788	674
539	788	671
540	789	669
541	790	667
542	791	665
543	792	664
544	792	662
545	793	660
546	794	658
547	795	656
548	796	654
549	797	652
550	797	650
551	798	648
552	799	646
553	800	644
554	801	642
555	802	641
556	803	639
557	804	637
558	805	635
559	805	633
560	806	631
561	807	629
562	808	627
563	809	625
564	810	623
565	810	621
566	811	620
567	812	618
568	813	616
569	816	615
570	817	613
571	817	612
572	818	610
573	819	608
574	820	606
575	821	604
576	822	602
577	823	601
578	824	599
579	825	597
580	825	595
581	826	593
582	827	591
583	828	590
584	829	588
585	830	586
586	831	584
587	832	583
588	833	581
589	833	579
590	834	577
591	835	575
592	836	574
593	837	572
594	838	570
595	838	568
596	839	566
597	840	565
598	841	563
599	842	561
600	843	559
601	844	558
602	845	556
603	846	554
604	847	553
605	847	551
606	848	549
607	849	547
608	850	546
609	851	544
610	852	542
611	852	540
612	853	538
613	854	537
614	855	535
615	856	533
616	857	532
617	858	530
618	858	528
619	859	527
620	860	525
621	861	523
622	862	522
623	863	520
624	864	518
625	865	517
626	866	515
627	867	513
628	867	511
629	868	510
630	869	508
631	870	506
632	871	505
633	872	503
634	873	501
635	874	500
636	876	499
637	876	497
638	877	496
639	878	494
640	879	492
641	880	491
642	881	489
643	882	487
644	883	486
645	884	484
646	884	482
647	885	481
648	886	479
649	887	477
650	888	476
651	889	474
652	890	473
653	891	471
654	892	470
655	893	468
656	894	466
657	895	465
658	895	463
659	896	461
660	897	460
661	898	458
662	899	457
663	900	455
664	901	453
665	901	452
666	902	450
667	903	449
668	904	447
669	905	445
670	906	444
671	907	442
672	908	441
673	909	439
674	909	438
675	910	436
676	911	434
677	912	433
678	913	431
679	914	430
680	914	428
681	915	426
682	916	425
683	917	423
684	918	422
685	919	420
686	920	419
687	921	418
688	922	416
689	923	414
690	924	413
691	925	411
692	926	410
693	927	408
694	928	407
695	929	405
696	929	404
697	930	402
698	931	401
699	932	399
700	933	398
701	934	396
702	935	395
703	936	393
704	937	392
705	938	390
706	938	389
707	939	387
708	940	386
709	941	384
710	942	383
711	943	381
712	944	380
713	945	378
714	946	377
715	947	375
716	948	374
717	949	372
718	950	371
719	951	370
720	952	368
721	953	367
722	954	365
723	955	364
724	956	362
725	957	361
726	957	359
727	958	358
728	959	356
729	960	355
730	961	353
731	962	352
732	963	350
733	964	349
734	965	348
735	966	346
736	967	345
737	968	343
738	969	342
739	970	340
740	970	339
741	971	337
742	972	336
743	973	334
744	974	333
745	975	332
746	976	330
747	977	329
748	978	327
749	979	326
750	980	325
751	981	323
752	982	322
753	982	320
754	983	319
755	984	317
756	985	316
757	986	314
758	987	313
759	988	312
760	988	310
761	989	309
762	990	307
763	991	306
764	992	304
765	993	303
766	993	301
767	995	300
768	996	299
769	997	297
770	997	296
771	998	294
772	999	293
773	1000	292
774	1001	290
775	1002	289
776	1003	287
777	1004	286
778	1005	285
779	1005	283
780	1007	282
781	1008	281
782	1009	279
783	1011	278
784	1012	277
785	1013	275
786	1014	274
787	1016	273
788	1017	271
789	1018	270
790	1020	269
791	1021	268
792	1022	266
793	1023	265
794	1028	265
795	1030	264
796	1031	262
797	1032	261
798	1033	260
799	1035	258
800	1036	257
801	1037	256
802	1038	254
803	1039	253
804	1040	252
805	1043	251
806	1044	249
807	1045	248
808	1046	247
809	1048	245
810	1049	244
811	1050	243
812	1051	241
813	1053	240
814	1054	239
815	1056	238
816	1058	237
817	1059	235
818	1060	234
819	1062	233
820	1063	231
821	1064	230
822	1065	229
823	1066	227
824	1067	226
825	1068	225
826	1070	223
827	1072	222
828	1074	221
829	1076	220
830	1078	219
831	1080	218
832	1081	216
833	1082	215
834	1083	214
835	1085	213
836	1087	211
837	1089	210
838	1090	209
839	1091	207
840	1092	206
841	1093	205
842	1094	203
843	1095	202
844	1096	201
845	1097	199
846	1098	198
847	1099	197
848	1101	195
849	1102	194
850	1103	193
851	1104	191
852	1104	190
853	1105	189
854	1106	187
855	1107	186
856	1108	184
857	1109	183
858	1110	182
859	1111	180
860	1112	179
861	1113	178
862	1114	176
863	1116	175
864	1117	174
865	1118	173
866	1118	171
867	1119	170
868	1120	168
869	1121	167
870	1122	166
871	1123	164
872	1124	163
873	1124	162
874	1125	160
875	1126	159
876	1127	158
877	1128	156
878	1130	155
879	1131	154
880	1132	152
881	1133	151
882	1134	150
883	1135	148
884	1136	147
885	1137	146
886	1137	144
887	1139	143
888	1139	142
889	1141	141
890	1142	139
891	1143	138
892	1144	137
893	1145	135
894	1146	134
895	1147	133
896	1148	131
897	1149	130
898	1149	129
899	1150	127
900	1151	126
901	1152	125
902	1153	123
903	1154	122
904	1154	121
905	1155	119
906	1156	118
907	1157	117
908	1159	116
909	1160	114
910	1161	113
911	1162	112
912	1163	110
913	1163	109
914	1164	108
915	1165	106
916	1166	105
917	1167	104
918	1168	102
919	1169	101
920	1169	100
921	1170	99
922	1172	97
923	1173	96
924	1174	95
925	1175	93
926	1176	92
927	1177	91
928	1178	90
929	1179	88
930	1180	87
931	1181	86
932	1182	84
933	1183	83
934	1184	82
935	1185	81
936	1186	79
937	1187	78
938	1189	77
939	1190	75
940	1190	74
941	1191	73
942	1192	72
943	1193	70
944	1194	69
945	1195	68
946	1196	66
947	1196	65
948	1197	64
949	1198	63
950	1199	61
951	1200	60
952	1201	59
953	1202	57
954	1204	56
955	1205	55
956	1205	54
957	1206	52
958	1207	51
959	1208	50
960	1209	49
961	1210	47
962	1211	46
963	1211	45
964	1212	43
965	1213	42
966	1214	41
967	1215	40
968	1215	38
969	1216	37
970	1218	36
971	1219	35
972	1220	33
973	1221	32
974	1222	31
975	1222	30
976	1223	28
977	1224	27
978	1225	26
979	1226	25
980	1227	23
981	1228	22
982	1229	21
983	1229	19
984	1230	18
985	1232	17
986	1233	16
987	1234	14
988	1235	13
989	1236	12
990	1237	11
991	1238	9
992	1238	8
993	1239	7
994	1240	6
995	1241	4
996	1242	3
997	1243	2
998	1244	1
999	1245	0
